,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,Name,,Exp.date,Retest date,,Code,,,,,,,,,,,,,,
Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,Batch No.,,,,,,,,,,,,,,,,,,,
Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,Supplier/date,,,,,Unit,,,,,,,,,,,,,,
Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,Control No.,,Qurantine,,,,,,,,,,,,,,,,,
IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,IN,OUT,Balance,Recipt. No.,Product name,Batch No.,,,,,,,,,,,,,,
0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
